"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N8606C",NA,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8607M",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8608N",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8609A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N860DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N860NW",2006,"Fixed wing multi engine","AIRBUS","A330-223",3,379,0,"Turbo-fan"
"N8610A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8611F",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8612K",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8613K",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8614M",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8615E",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8616C",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8617E",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8618N",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8619F",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N861DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N861NW",2006,"Fixed wing multi engine","AIRBUS","A330-223",3,379,0,"Turbo-fan"
"N861RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N8620H",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8621A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8622A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8623F",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8624J",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8625A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8626B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8627B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8628A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8629A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N862DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N862RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N86309",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8630B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N86312",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N86316",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8631A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8632A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N86334",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N86336",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8633A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8634A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N86350",2017,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8635F",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8637A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8638A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8639B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N863DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N863NN",2010,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N863RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N8640D",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8641B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8642E",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8643A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8645A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8646B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8647A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8648A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8649A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N864DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N864RW",2006,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N8650F",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8651A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8652B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8653A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8654B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8655D",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8656B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8657B",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8658A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8659D",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N865DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N865NN",2010,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N8660A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8661A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8662F",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8663A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8664J",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8665D",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8667D",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8668A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N866DN",2016,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N8670A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8671D",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8672F",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8673F",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8674B",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8676A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8677A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8678E",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8679A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N867DN",2016,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N867NN",2011,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N867RW",2006,"Fixed wing multi engine","EMBRAER","ERJ 170-100SU",2,70,0,"Turbo-fan"
"N8680C",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8681M",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8682B",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8683B",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8683D",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8684F",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8685B",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8687A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8688C",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8688J",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8689C",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N868DN",2016,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N868NN",2011,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N8690A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8691A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8692F",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8693A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8694A",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8695D",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8696E",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8697C",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8698B",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N8699A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N869DN",2016,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N8701Q",2015,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8702L",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8704Q",2016,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8706W",2017,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8707P",NA,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8709Q",2017,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N870DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N870NN",2011,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N870RW",2006,"Fixed wing multi engine","EMBRAER","ERJ 170-100SU",2,70,0,"Turbo-fan"
"N8711Q",2017,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8713M",2017,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8714Q",2017,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8715Q",2017,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8717M",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8718Q",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8719Q",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N871DN",NA,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N871UA",2003,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N8720L",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8721J",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8722L",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8725L",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8726H",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8728Q",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8729H",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N872DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N872NN",2011,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N87302",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8730Q",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N87318",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N87319",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8732S",NA,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N87337",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N87339",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8733M",2019,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N87345",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8734Q",2019,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N87353",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8735L",2019,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N87360",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8736J",2020,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8737L",2020,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8738K",2020,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8739L",2020,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N873DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N873NN",2011,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N8740A",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8741L",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8742M",2020,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8743K",NA,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8744B",2020,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8745K",2020,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8746Q",2020,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8747Q",2020,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8748Q",2020,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8749Q",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N874DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N874NN",2011,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N874RW",2006,"Fixed wing multi engine","EMBRAER","ERJ 170-100SU",2,70,0,"Turbo-fan"
"N8750Q",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N87512",2008,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N87527",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N875DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N875NN",2011,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N875UA",NA,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N876DN",NA,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N8775A",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N877DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N878DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N878NN",2011,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N878UA",2005,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N879DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N8800L",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8801Q",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8802Q",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8803L",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8804L",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8805L",NA,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8806Q",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8807L",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8808Q",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8809L",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N880DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N8810L",NA,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8811L",NA,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8813Q",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8814K",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8815L",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8816Q",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8817L",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N8818Q",2021,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N881DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N881NN",2011,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N882DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N882UA",2005,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N88301",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N88325",2015,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N88326",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N88327",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N88331",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N88332",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N88335",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N88341",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N88346",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N88359",2017,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8836A",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8837B",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8839E",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N883DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N883NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N8847A",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N884DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N885DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N885NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N8869B",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N886DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N886NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N8877A",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N887DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N887NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N888DU",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N8891A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8894A",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8896A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N889DN",2017,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N889UA",2006,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N8903A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8908D",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N890DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N890NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N8918B",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N891DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N891NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N891UA",2006,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N8928A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N892DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N892NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N89308",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N89313",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N89315",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N89321",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8932C",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8933B",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N89342",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N89349",2017,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N8936A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N893AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N893DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N893UA",2006,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N8942A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8943A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8946A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N894DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N894UA",2006,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N895DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N895NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N895UA",2007,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N8965E",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8968E",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8969A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N896AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N896DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N8970D",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8974C",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
