"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N8976E",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N897DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N8980A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N8986B",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N898DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N898NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N898UA",2007,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N899DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N899NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N90024",2014,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9002U",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9004F",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9008U",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N900DU",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N900PC",1997,"Fixed wing multi engine","BOEING","757-26D",2,178,0,"Turbo-fan"
"N900WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N9010R",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9011P",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9012",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9013A",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9015D",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9016",2014,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9017P",2014,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9018E",2014,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9019F",2014,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N901DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N901NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N901NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N901WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N9021H",2014,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9022G",2014,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9025B",2014,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9026C",2015,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N9029F",2015,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N902DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N902NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N902NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N902WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N903AA",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N903DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N903NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N903NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N903WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N904DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N904NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N904NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N904WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N905DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N905NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N905NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N906AA",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N906DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N906NK",2018,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N906NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N906WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N906XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N907AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N907DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N907NK",2018,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N907NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N907WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N907XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N908DN",NA,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N908NK",2018,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N908WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N908XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N909DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N909WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N909XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N910DU",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N910NK",2018,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N910WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N910XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N911DQ",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N912DU",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N912NK",2018,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N912NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N912UY",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N912WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N913DU",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N913NK",2017,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N913NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N913US",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N913WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N913XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N914DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N914UY",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N914WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N915DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N915NK",2018,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N915US",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N915WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N916DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N916NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N916NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N916US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N917DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N917NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N917UY",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N917WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N917XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N918DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N918NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N918NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N918XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N919DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N919NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N919NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N919US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N919WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N920DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N920NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N920US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N920WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N920XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N921AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N921DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N921US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N922AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N922DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N922NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N922NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N922WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N922XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N923DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N923NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N923NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N923US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N923WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N923XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N924AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N924DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N924EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N924NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N924US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N924WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N924XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N925AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N925DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N925NK",2020,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N925NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N925WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N926AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N926DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N926NK",2020,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N926NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N926WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N926XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N927AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N927DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N927EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N927NK",2020,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N927UW",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N927WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N927XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N928AM",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N928AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N928DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N928NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N928WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N928XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N929AA",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N929AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N929DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N929NK",NA,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N929WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N929XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N93003",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N930DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N930NK",2020,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N930WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N931NK",2020,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N931WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N931XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N932AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N932NK",2020,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N932WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N93305",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N933AM",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N933NK",2020,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N933WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N934NK",2020,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N934NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N934WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N935NK",2020,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N935WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N936AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N936NK",2021,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N936NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N936WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N937NK",2021,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N937WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N938NK",2021,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N938WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N939AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N939AT",2006,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N939WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N940AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N940WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N941WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N942AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N942NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N943AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N943AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N943NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N943WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N944AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N944AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N944WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N945AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N945AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N945WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N946AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N946WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N947AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N947WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N948AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N948WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N949AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N949AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N949WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N950NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N950WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N951AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N951WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N952AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N952WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N953AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N953NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N953WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N954AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N954NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N954WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N955AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N955AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N955NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N955WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N956NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N956WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N957JB",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N957NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N957WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N958WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N959NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N959WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N960WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N961WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N962AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N962WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N963NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N963WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N964AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N964WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N965AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N965NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N965WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N966WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N967AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N967NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N967WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N968WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N969AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N969NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N969WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N970AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N970AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N970NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N970UY",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N971AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N971AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N971UY",NA,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N972AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N974AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N974AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N974UY",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N976NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
